qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q1_rank
6455,933,828,15,9,12,1:12.388,1:10.426,\N,72.388,70.426,14
6456,933,832,5,55,13,1:11.158,1:10.465,\N,71.158,70.465,2
6457,933,817,9,3,14,1:11.973,1:10.482,\N,71.973,70.482,10
6458,933,4,1,14,15,1:12.508,1:10.736,\N,72.508,70.736,15
6459,933,815,10,11,16,1:12.522,\N,\N,72.522,NA,16
6460,933,18,1,22,17,1:12.632,\N,\N,72.632,NA,17
6461,933,8,6,7,18,1:12.867,\N,\N,72.867,NA,18
6462,933,833,209,98,19,1:14.071,\N,\N,74.071,NA,19
6463,933,829,209,28,20,1:15.368,\N,\N,75.368,NA,20
6464,934,1,131,44,1,1:33.796,1:33.068,1:32.248,93.79599999999999,93.068,4
6465,934,3,131,6,2,1:33.475,1:32.737,1:32.361,93.475,92.737,2
6466,934,13,3,19,3,1:34.542,1:33.707,1:33.085,94.542,93.707,9
6467,934,822,3,77,4,1:34.171,1:33.020,1:33.149,94.17099999999999,93.02000000000001,5
6468,934,8,6,7,5,1:33.426,1:33.911,1:33.379,93.426,93.911,1
6469,934,20,6,5,6,1:33.562,1:33.641,1:33.547,93.562,93.64099999999999,3
6470,934,826,9,26,7,1:34.422,1:33.520,1:33.636,94.422,93.52000000000001,8
6471,934,832,5,55,8,1:34.641,1:34.071,1:33.649,94.64099999999999,94.071,11
6472,934,807,10,27,9,1:34.594,1:33.693,1:33.673,94.594,93.693,10
6473,934,817,9,3,10,1:34.272,1:33.749,1:33.943,94.27199999999999,93.749,7
6474,934,815,10,11,11,1:34.250,1:34.268,\N,94.25,94.268,6
6475,934,154,208,8,12,1:34.646,1:34.430,\N,94.646,94.43,13
6476,934,830,5,33,13,1:34.819,1:34.502,\N,94.819,94.50200000000001,14
6477,934,813,208,13,14,1:34.877,1:34.511,\N,94.87700000000001,94.511,15
6478,934,828,15,9,15,1:34.643,1:34.868,\N,94.643,94.868,12
6479,934,831,15,12,16,1:34.888,\N,\N,94.888,NA,16
6480,934,4,1,14,17,1:34.959,\N,\N,94.959,NA,17
6481,934,18,1,22,18,1:35.207,\N,\N,95.207,NA,18
6482,934,829,209,28,19,1:37.364,\N,\N,97.364,NA,19
6483,934,833,209,98,20,1:39.377,\N,\N,99.37700000000001,NA,20
6484,936,1,131,44,1,1:22.890,1:22.285,1:22.020,82.89,82.285,1
6485,936,3,131,6,2,1:22.979,1:22.775,1:22.595,82.979,82.775,2
6486,936,20,6,5,3,1:23.312,1:23.168,1:22.739,83.312,83.168,3
6487,936,817,9,3,4,1:24.408,1:23.230,1:22.774,84.408,83.23,12
6488,936,8,6,7,5,1:23.596,1:23.460,1:23.020,83.596,83.46000000000001,5
6489,936,822,3,77,6,1:23.649,1:23.555,1:23.222,83.649,83.555,6
6490,936,826,9,26,7,1:23.587,1:23.597,1:23.332,83.587,83.59700000000001,4
6491,936,13,3,19,8,1:23.895,1:23.598,1:23.537,83.895,83.598,7
6492,936,830,5,33,9,1:24.032,1:23.781,1:23.679,84.032,83.781,9
6493,936,154,208,8,10,1:24.242,1:23.805,1:24.181,84.242,83.805,11
6494,936,807,10,27,11,1:24.115,1:23.826,\N,84.115,83.826,10
6495,936,832,5,55,12,1:24.623,1:23.869,\N,84.623,83.869,15
6496,936,815,10,11,13,1:24.444,1:24.461,\N,84.444,84.461,13
6497,936,813,208,13,14,1:23.895,1:24.609,\N,83.895,84.60900000000001,7
6498,936,4,1,14,15,1:24.563,\N,\N,84.563,NA,14
6499,936,18,1,22,16,1:24.739,\N,\N,84.739,NA,16
6500,936,828,15,9,17,1:24.843,\N,\N,84.843,NA,17
6501,936,831,15,12,18,1:24.997,\N,\N,84.997,NA,18
6502,936,833,209,98,19,1:27.416,\N,\N,87.416,NA,19
6503,936,829,209,28,20,1:27.949,\N,\N,87.949,NA,20
6504,937,1,131,44,1,1:48.908,1:48.024,1:47.197,108.908,108.024,1
6505,937,3,131,6,2,1:48.923,1:47.955,1:47.655,108.923,107.955,2
6506,937,822,3,77,3,1:49.026,1:49.044,1:48.537,109.02600000000001,109.044,4
6507,937,154,208,8,4,1:49.353,1:48.981,1:48.561,109.35300000000001,108.981,8
6508,937,815,10,11,5,1:49.006,1:48.792,1:48.599,109.006,108.792,3
6509,937,817,9,3,6,1:49.664,1:49.042,1:48.639,109.664,109.042,13
6510,937,13,3,19,7,1:49.688,1:48.806,1:48.685,109.688,108.806,14
6511,937,813,208,13,8,1:49.568,1:48.956,1:48.754,109.568,108.956,12
6512,937,20,6,5,9,1:49.264,1:48.761,1:48.825,109.26400000000001,108.761,6
6513,937,832,5,55,10,1:49.109,1:49.065,1:49.771,109.10900000000001,109.065,5
6514,937,807,10,27,11,1:49.499,1:49.121,\N,109.499,109.12100000000001,10
6515,937,826,9,26,12,1:49.469,1:49.228,\N,109.469,109.22800000000001,9
6516,937,828,15,9,13,1:49.523,1:49.586,\N,109.523,109.586,11
6517,937,8,6,7,14,1:49.288,\N,\N,109.288,NA,7
6518,937,830,5,33,15,1:49.831,\N,\N,109.831,NA,15
6519,937,831,15,12,16,1:49.952,\N,\N,109.952,NA,16
6520,937,18,1,22,17,1:50.978,\N,\N,110.97800000000001,NA,17
6521,937,4,1,14,18,1:51.420,\N,\N,111.42,NA,18
6522,937,829,206,28,19,1:52.948,\N,\N,112.94800000000001,NA,19
6523,937,833,206,98,20,1:53.099,\N,\N,113.09899999999999,NA,20
6524,938,1,131,44,1,1:24.251,1:23.383,1:23.397,84.251,83.383,1
6525,938,8,6,7,2,1:24.662,1:23.757,1:23.631,84.662,83.757,3
6526,938,20,6,5,3,1:24.989,1:23.577,1:23.685,84.989,83.577,7
6527,938,3,131,6,4,1:24.609,1:23.864,1:23.703,84.60900000000001,83.864,2
6528,938,13,3,19,5,1:25.184,1:23.983,1:23.940,85.184,83.983,11
6529,938,822,3,77,6,1:24.979,1:24.313,1:24.127,84.979,84.313,6
6530,938,815,10,11,7,1:24.801,1:24.379,1:24.626,84.801,84.379,4
6531,938,154,208,8,8,1:25.144,1:24.448,1:25.054,85.144,84.44800000000001,10
6532,938,807,10,27,9,1:24.937,1:24.510,1:25.317,84.937,84.51,5
6533,938,828,15,9,10,1:25.122,1:24.457,1:26.214,85.122,84.457,9
6534,938,813,208,13,11,1:25.429,1:24.525,\N,85.429,84.525,13
6535,938,831,15,12,12,1:25.121,1:24.898,\N,85.121,84.898,8
6536,938,832,5,55,13,1:25.410,1:25.618,\N,85.41,85.618,12
6537,938,826,9,26,14,1:25.742,1:25.796,\N,85.742,85.79599999999999,15
6538,938,817,9,3,15,1:25.633,\N,\N,85.633,NA,14
6539,938,18,1,22,16,1:26.058,\N,\N,86.05799999999999,NA,16
6540,938,4,1,14,17,1:26.154,\N,\N,86.154,NA,17
6541,938,829,209,28,18,1:27.731,\N,\N,87.731,NA,18
6542,938,833,209,98,19,1:27.912,\N,\N,87.912,NA,19
6544,939,20,6,5,1,1:46.017,1:44.743,1:43.885,106.017,104.743,4
6545,939,817,9,3,2,1:46.166,1:45.291,1:44.428,106.166,105.291,5
6546,939,8,6,7,3,1:46.467,1:45.140,1:44.667,106.467,105.14,9
6547,939,826,9,26,4,1:45.340,1:44.979,1:44.745,105.34,104.979,1
6548,939,1,131,44,5,1:45.765,1:45.650,1:45.300,105.765,105.65,2
6549,939,3,131,6,6,1:46.201,1:45.653,1:45.415,106.201,105.65299999999999,6
6550,939,822,3,77,7,1:46.231,1:45.887,1:45.676,106.231,105.887,7
6551,939,830,5,33,8,1:46.483,1:45.635,1:45.798,106.483,105.63499999999999,10
6552,939,13,3,19,9,1:46.879,1:45.701,1:46.077,106.87899999999999,105.701,15
6553,939,154,208,8,10,1:46.860,1:45.805,1:46.413,106.86,105.805,14
6554,939,807,10,27,11,1:46.669,1:46.305,\N,106.669,106.305,13
6555,939,4,1,14,12,1:46.600,1:46.328,\N,106.6,106.328,12
6556,939,815,10,11,13,1:46.576,1:46.385,\N,106.576,106.38499999999999,11
6557,939,832,5,55,14,1:46.465,1:46.894,\N,106.465,106.894,8
6558,939,18,1,22,15,1:45.891,1:47.019,\N,105.89099999999999,107.019,3
6559,939,831,15,12,16,1:46.965,\N,\N,106.965,NA,16
6560,939,828,15,9,17,1:47.088,\N,\N,107.088,NA,17
6561,939,813,208,13,18,1:47.323,\N,\N,107.32300000000001,NA,18
6562,939,829,209,28,19,1:51.021,\N,\N,111.021,NA,19
6563,939,834,209,53,20,1:51.523,\N,\N,111.523,NA,20
6564,940,3,131,6,1,1:33.015,1:32.632,1:32.584,93.015,92.632,2
6565,940,1,131,44,2,1:32.844,1:32.789,1:32.660,92.844,92.789,1
6566,940,822,3,77,3,1:34.326,1:33.416,1:33.024,94.326,93.416,4
6567,940,20,6,5,4,1:34.431,1:33.844,1:33.245,94.431,93.844,7
6568,940,13,3,19,5,1:34.744,1:33.377,1:33.337,94.744,93.37700000000001,10
6569,940,8,6,7,6,1:34.171,1:33.361,1:33.347,94.17099999999999,93.36099999999999,3
6570,940,817,9,3,7,1:34.399,1:34.153,1:33.497,94.399,94.15299999999999,6
6571,940,154,208,8,8,1:34.398,1:34.278,1:33.967,94.398,94.27799999999999,5
6572,940,815,10,11,9,1:35.001,1:34.174,\N,95.001,94.174,13
6573,940,826,9,26,10,1:34.646,1:34.201,\N,94.646,94.201,9
6574,940,807,10,27,11,1:35.328,1:34.390,\N,95.328,94.39,14
6575,940,832,5,55,12,1:34.873,1:34.453,\N,94.87299999999999,94.453,12
6576,940,813,208,13,13,1:34.796,1:34.497,\N,94.79599999999999,94.497,11
6577,940,4,1,14,14,1:35.467,1:34.785,\N,95.467,94.785,15
6578,940,830,5,33,15,1:34.522,\N,\N,94.52199999999999,NA,8
6579,940,18,1,22,16,1:35.664,\N,\N,95.664,NA,16
6580,940,828,15,9,17,1:35.673,\N,\N,95.673,NA,17
6581,940,831,15,12,18,1:35.760,\N,\N,95.75999999999999,NA,18
6582,940,829,209,28,19,1:38.783,\N,\N,98.783,NA,19
6583,940,834,209,53,20,1:47.114,\N,\N,107.114,NA,20
6584,941,3,131,6,1,1:38.343,1:37.500,1:37.113,98.343,97.5,1
6585,941,1,131,44,2,1:38.558,1:37.672,1:37.433,98.55799999999999,97.672,3
6586,941,822,3,77,3,1:38.448,1:38.194,1:37.912,98.44800000000001,98.194,2
6587,941,20,6,5,4,1:38.598,1:38.402,1:37.965,98.598,98.402,4
6588,941,8,6,7,5,1:39.207,1:38.224,1:38.348,99.207,98.22399999999999,7
6589,941,807,10,27,6,1:39.250,1:38.727,1:38.659,99.25,98.727,8
6590,941,815,10,11,7,1:39.617,1:38.914,1:38.691,99.61699999999999,98.914,12
6591,941,154,208,8,8,1:39.056,1:38.754,1:38.787,99.056,98.75399999999999,6
6592,941,830,5,33,9,1:39.411,1:39.119,1:38.924,99.411,99.119,9
6593,941,817,9,3,10,1:39.574,1:39.005,1:39.728,99.574,99.005,10
6594,941,826,9,26,11,1:39.580,1:39.214,\N,99.58,99.214,11
6595,941,831,15,12,12,1:40.042,1:39.323,\N,100.042,99.32300000000001,15
6596,941,18,1,22,13,1:39.739,1:39.763,\N,99.739,99.763,14
6597,941,813,208,13,14,1:39.724,1:39.811,\N,99.72399999999999,99.811,13
6598,941,13,3,19,15,1:38.926,1:39.895,\N,98.926,99.89500000000001,5
6599,941,4,1,14,16,1:40.144,\N,\N,100.144,NA,16
6600,941,828,15,9,17,1:40.660,\N,\N,100.66,NA,17
6601,941,829,206,28,18,1:43.693,\N,\N,103.693,NA,18
6602,941,833,206,98,19,1:43.804,\N,\N,103.804,NA,19
6603,942,3,131,6,1,1:56.671,1:56.824,\N,116.67099999999999,116.824,2
6604,942,1,131,44,2,1:56.871,1:56.929,\N,116.87100000000001,116.929,3
6605,942,817,9,3,3,1:56.495,1:57.969,\N,116.495,117.969,1
6606,942,826,9,26,4,1:57.640,1:58.434,\N,117.64,118.434,4
6607,942,20,6,5,5,2:00.950,1:58.596,\N,120.95,118.596,15
6608,942,815,10,11,6,1:59.264,1:59.210,\N,119.26400000000001,119.21000000000001,8
6609,942,807,10,27,7,1:58.325,1:59.333,\N,118.325,119.333,6
6610,942,8,6,7,8,1:58.198,1:59.703,\N,118.19800000000001,119.703,5
6611,942,13,3,19,9,2:00.902,1:59.999,\N,120.902,119.999,14
6612,942,830,5,33,10,1:58.689,2:00.199,\N,118.689,120.199,7
6613,942,4,1,14,11,1:59.704,2:00.265,\N,119.70400000000001,120.265,10
6614,942,822,3,77,12,1:59.569,2:00.334,\N,119.569,120.334,9
6615,942,154,208,8,13,2:00.236,2:00.595,\N,120.236,120.595,11
6616,942,18,1,22,14,2:00.261,2:01.193,\N,120.261,121.193,12
6617,942,813,208,13,15,2:00.844,2:01.604,\N,120.844,121.604,13
6618,942,828,15,9,16,2:02.212,\N,\N,122.212,NA,16
6619,942,831,15,12,17,2:03.194,\N,\N,123.194,NA,17
6620,942,834,206,53,18,2:04.176,\N,\N,124.176,NA,18
6621,942,829,206,28,19,2:04.526,\N,\N,124.526,NA,19
6622,942,832,5,55,20,2:07.304,\N,\N,127.304,NA,20
6623,943,3,131,6,1,1:20.436,1:20.053,1:19.480,80.436,80.053,1
6624,943,1,131,44,2,1:20.808,1:19.829,1:19.668,80.80799999999999,79.82900000000001,3
6625,943,20,6,5,3,1:20.503,1:20.045,1:19.850,80.503,80.045,2
6626,943,826,9,26,4,1:20.826,1:20.490,1:20.398,80.826,80.49,5
6627,943,817,9,3,5,1:21.166,1:20.783,1:20.399,81.166,80.783,9
6628,943,822,3,77,6,1:20.817,1:20.458,1:20.448,80.81700000000001,80.458,4
6629,943,13,3,19,7,1:21.379,1:20.642,1:20.567,81.379,80.642,12
6630,943,830,5,33,8,1:20.995,1:20.894,1:20.710,80.995,80.894,8
6631,943,815,10,11,9,1:20.966,1:20.669,1:20.716,80.96600000000001,80.669,7
6632,943,807,10,27,10,1:21.315,1:20.935,1:20.788,81.315,80.935,11
6633,943,832,5,55,11,1:20.960,1:20.942,\N,80.96000000000001,80.94200000000001,6
6634,943,154,208,8,12,1:21.577,1:21.038,\N,81.577,81.038,15
6635,943,813,208,13,13,1:21.520,1:21.261,\N,81.52,81.261,14
6636,943,828,15,9,14,1:21.299,1:21.544,\N,81.299,81.544,10
6637,943,8,6,7,15,1:21.422,1:22.494,\N,81.422,82.494,13
6638,943,4,1,14,16,1:21.779,\N,\N,81.779,NA,16
6639,943,831,15,12,17,1:21.788,\N,\N,81.788,NA,17
6640,943,834,206,53,18,1:24.136,\N,\N,84.136,NA,18
6641,943,829,206,28,19,1:24.386,\N,\N,84.386,NA,19
6643,944,3,131,6,1,1:11.746,1:12.213,1:11.282,71.746,72.213,2
6644,944,1,131,44,2,1:11.682,1:11.665,1:11.360,71.682,71.66499999999999,1
6645,944,20,6,5,3,1:12.240,1:11.928,1:11.804,72.24,71.928,4
6646,944,822,3,77,4,1:12.934,1:12.374,1:12.085,72.934,72.374,9
6647,944,8,6,7,5,1:12.185,1:12.243,1:12.144,72.185,72.243,3
6648,944,807,10,27,6,1:12.595,1:12.485,1:12.265,72.595,72.485,5
6649,944,826,9,26,7,1:12.730,1:12.527,1:12.322,72.73,72.527,7
6650,944,13,3,19,8,1:12.980,1:12.858,1:12.415,72.98,72.858,10
6651,944,817,9,3,9,1:12.639,1:12.825,1:12.417,72.639,72.825,6
6652,944,830,5,33,10,1:12.824,1:12.712,1:12.739,72.824,72.712,8
6653,944,831,15,12,11,1:13.111,1:12.989,\N,73.111,72.989,12
6654,944,832,5,55,12,1:13.267,1:13.045,\N,73.267,73.045,14
6655,944,815,10,11,13,1:13.140,1:13.147,\N,73.14,73.147,13
6656,944,828,15,9,14,1:13.346,1:13.233,\N,73.346,73.233,15
6657,944,154,208,8,15,1:13.056,1:13.913,\N,73.056,73.913,11
6658,944,813,208,13,16,1:13.385,\N,\N,73.385,NA,16
6659,944,18,1,22,17,1:13.425,\N,\N,73.425,NA,17
6660,944,834,206,53,18,1:16.151,\N,\N,76.151,NA,18
6661,944,829,206,28,19,1:16.283,\N,\N,76.283,NA,19
6663,945,3,131,6,1,1:41.111,1:40.979,1:40.237,101.11099999999999,100.979,2
6664,945,1,131,44,2,1:40.974,1:40.758,1:40.614,100.97399999999999,100.75800000000001,1
6665,945,8,6,7,3,1:42.500,1:41.612,1:41.051,102.5,101.612,7
6666,945,815,10,11,4,1:41.983,1:41.560,1:41.184,101.983,101.56,3
6667,945,817,9,3,5,1:42.275,1:41.830,1:41.444,102.275,101.83,5
6668,945,822,3,77,6,1:42.608,1:41.868,1:41.656,102.608,101.868,11
6669,945,807,10,27,7,1:41.996,1:41.925,1:41.686,101.99600000000001,101.925,4
6670,945,13,3,19,8,1:42.303,1:42.349,1:41.759,102.303,102.34899999999999,6
6671,945,826,9,26,9,1:42.540,1:42.328,1:41.933,102.53999999999999,102.328,8
6672,945,832,5,55,10,1:42.911,1:42.482,1:42.708,102.911,102.482,14
6673,945,830,5,33,11,1:42.889,1:42.521,\N,102.88900000000001,102.521,12
6674,945,18,1,22,12,1:42.570,1:42.668,\N,102.57,102.668,9
6675,945,813,208,13,13,1:42.929,1:42.807,\N,102.929,102.807,15
6676,945,831,15,12,14,1:42.896,1:43.614,\N,102.896,103.614,13
6677,945,154,208,8,15,1:42.585,\N,\N,102.58500000000001,NA,10
6678,945,20,6,5,16,1:42.941,\N,\N,102.941,NA,16
6679,945,4,1,14,17,1:43.187,\N,\N,103.187,NA,17
6680,945,828,15,9,18,1:43.838,\N,\N,103.838,NA,18
6681,945,829,209,28,19,1:46.297,\N,\N,106.297,NA,19
6682,945,833,209,98,20,1:47.434,\N,\N,107.434,NA,20
6683,948,1,131,44,1,1:25.351,1:24.605,1:23.837,85.351,84.605,1
6684,948,3,131,6,2,1:26.934,1:24.796,1:24.197,86.934,84.79599999999999,8
6685,948,20,6,5,3,1:26.945,1:25.257,1:24.675,86.945,85.257,10
6686,948,8,6,7,4,1:26.579,1:25.615,1:25.033,86.57900000000001,85.615,5
6687,948,830,5,33,5,1:26.934,1:25.615,1:25.434,86.934,85.615,8
6688,948,13,3,19,6,1:25.918,1:25.644,1:25.458,85.918,85.644,2
6689,948,832,5,55,7,1:27.057,1:25.384,1:25.582,87.057,85.384,12
6690,948,817,9,3,8,1:26.945,1:25.599,1:25.589,86.945,85.599,10
6691,948,815,10,11,9,1:26.607,1:25.753,\N,86.607,85.753,6
6692,948,807,10,27,10,1:26.550,1:25.865,\N,86.55,85.865,4
6693,948,822,3,77,11,1:27.135,1:25.961,\N,87.135,85.961,13
6694,948,4,1,14,12,1:26.537,1:26.125,\N,86.537,86.125,3
6695,948,18,1,22,13,1:26.740,1:26.304,\N,86.74,86.304,7
6696,948,835,4,30,14,1:27.241,1:27.601,\N,87.241,87.601,14
6697,948,825,4,20,15,1:27.297,1:27.742,\N,87.297,87.742,15
6698,948,828,15,9,16,1:27.435,\N,\N,87.435,NA,16
6699,948,831,15,12,17,1:27.958,\N,\N,87.958,NA,17
6700,948,826,9,26,18,1:28.006,\N,\N,88.006,NA,18
6701,948,154,210,8,19,1:28.322,\N,\N,88.322,NA,19
6702,948,821,210,21,20,1:29.606,\N,\N,89.606,NA,20
6703,948,837,209,88,21,1:29.627,\N,\N,89.627,NA,21
6704,948,836,209,94,22,1:29.642,\N,\N,89.642,NA,22
6705,949,1,131,44,1,1:31.391,1:30.039,1:29.493,91.39099999999999,90.039,2
6706,949,3,131,6,2,1:31.325,1:30.535,1:29.570,91.325,90.535,1
6707,949,20,6,5,3,1:31.636,1:30.409,1:30.012,91.636,90.40899999999999,4
6708,949,8,6,7,4,1:31.685,1:30.559,1:30.244,91.685,90.559,6
6709,949,817,9,3,5,1:31.403,1:31.122,1:30.854,91.40299999999999,91.122,3
6710,949,822,3,77,6,1:31.672,1:30.931,1:31.153,91.672,90.931,5
6711,949,13,3,19,7,1:32.045,1:31.374,1:31.155,92.045,91.374,12
6712,949,807,10,27,8,1:31.987,1:31.604,1:31.620,91.987,91.604,10
6713,949,154,210,8,9,1:32.005,1:31.756,\N,92.005,91.756,11
6714,949,830,5,33,10,1:31.888,1:31.772,\N,91.888,91.77199999999999,8
6715,949,832,5,55,11,1:31.716,1:31.816,\N,91.71600000000001,91.816,7
6716,949,838,1,47,12,1:32.472,1:31.934,\N,92.47200000000001,91.934,14
6717,949,821,210,21,13,1:32.118,1:31.945,\N,92.118,91.945,13
6718,949,18,1,22,14,1:31.976,1:31.998,\N,91.976,91.998,9
6719,949,826,9,26,15,1:32.559,1:32.241,\N,92.559,92.241,15
6720,949,836,209,94,16,1:32.806,\N,\N,92.806,NA,16
6721,949,828,15,9,17,1:32.840,\N,\N,92.84,NA,17
6722,949,815,10,11,18,1:32.911,\N,\N,92.911,NA,18
6723,949,825,4,20,19,1:33.181,\N,\N,93.181,NA,19
6724,949,835,4,30,20,1:33.438,\N,\N,93.438,NA,20
6725,949,837,209,88,21,1:34.190,\N,\N,94.19,NA,21
6726,949,831,15,12,22,1:34.388,\N,\N,94.388,NA,22
6727,950,3,131,6,1,1:37.669,1:36.240,1:35.402,97.669,96.24000000000001,6
6728,950,817,9,3,2,1:37.672,1:36.815,1:35.917,97.672,96.815,7
6729,950,8,6,7,3,1:37.347,1:36.118,1:35.972,97.34700000000001,96.118,2
6730,950,20,6,5,4,1:37.001,1:36.183,1:36.246,97.001,96.18299999999999,1
6731,950,822,3,77,5,1:37.537,1:36.831,1:36.296,97.537,96.831,3
6732,950,826,9,26,6,1:37.719,1:36.948,1:36.399,97.719,96.94800000000001,8
6733,950,815,10,11,7,1:38.096,1:37.149,1:36.865,98.096,97.149,10
6734,950,832,5,55,8,1:37.656,1:37.204,1:36.881,97.656,97.20400000000001,5
6735,950,830,5,33,9,1:38.181,1:37.265,1:37.194,98.181,97.265,12
6736,950,807,10,27,10,1:38.165,1:37.333,\N,98.16499999999999,97.333,11
6737,950,13,3,19,11,1:38.016,1:37.347,\N,98.01599999999999,97.34700000000001,9
6738,950,4,1,14,12,1:38.451,1:38.826,\N,98.451,98.826,15
6739,950,18,1,22,13,1:37.593,1:39.093,\N,97.593,99.093,4
6740,950,154,210,8,14,1:38.425,1:39.830,\N,98.425,99.83,14
6741,950,828,15,9,15,1:38.321,1:40.742,\N,98.321,100.74199999999999,13
6742,950,831,15,12,16,1:38.654,1:42.430,\N,98.654,102.43,16
6743,950,825,4,20,17,1:38.673,\N,\N,98.673,NA,17
6744,950,821,210,21,18,1:38.770,\N,\N,98.77000000000001,NA,18
6745,950,835,4,30,19,1:39.528,\N,\N,99.52799999999999,NA,19
6746,950,837,209,88,20,1:40.264,\N,\N,100.26400000000001,NA,20
6749,951,3,131,6,1,1:36.119,1:35.337,1:35.417,96.119,95.337,2
6750,951,20,6,5,2,1:36.555,1:36.623,1:36.123,96.555,96.62299999999999,3
6751,951,822,3,77,3,1:37.746,1:37.140,1:36.536,97.74600000000001,97.14,5
6752,951,8,6,7,4,1:36.976,1:36.741,1:36.663,96.976,96.741,4
6753,951,13,3,19,5,1:37.753,1:37.230,1:37.016,97.753,97.22999999999999,6
6754,951,817,9,3,6,1:38.091,1:37.569,1:37.125,98.09100000000001,97.569,10
6755,951,815,10,11,7,1:38.006,1:37.282,1:37.212,98.006,97.282,9
6756,951,826,9,26,8,1:38.265,1:37.606,1:37.459,98.265,97.606,12
6757,951,830,5,33,9,1:38.123,1:37.510,1:37.583,98.12299999999999,97.50999999999999,11
6758,951,1,131,44,10,1:36.006,1:35.820,\N,96.006,95.82,1
6759,951,832,5,55,11,1:37.784,1:37.652,\N,97.78399999999999,97.652,7
6760,951,18,1,22,12,1:38.332,1:37.701,\N,98.332,97.701,13
6761,951,807,10,27,13,1:38.562,1:37.771,\N,98.562,97.771,15
6762,951,4,1,14,14,1:37.971,1:37.807,\N,97.971,97.807,8
6763,951,154,210,8,15,1:38.383,1:38.055,\N,98.38300000000001,98.055,14
6764,951,821,210,21,16,1:38.678,1:38.115,\N,98.678,98.11500000000001,16
6765,951,825,4,20,17,1:38.914,\N,\N,98.914,NA,17
6766,951,835,4,30,18,1:39.009,\N,\N,99.009,NA,18
6767,951,831,15,12,19,1:39.018,\N,\N,99.018,NA,19
6768,951,836,209,94,20,1:39.399,\N,\N,99.399,NA,20
6769,951,837,209,88,21,1:39.463,\N,\N,99.463,NA,21
6770,951,828,15,9,22,1:39.519,\N,\N,99.519,NA,22
6771,952,1,131,44,1,1:23.214,1:22.159,1:22.000,83.214,82.15899999999999,2
6772,952,3,131,6,2,1:23.002,1:22.759,1:22.280,83.002,82.759,1
6773,952,817,9,3,3,1:23.749,1:23.585,1:22.680,83.749,83.58500000000001,4
6774,952,830,9,33,4,1:23.578,1:23.178,1:23.087,83.578,83.178,3
6775,952,8,6,7,5,1:23.796,1:23.504,1:23.113,83.79599999999999,83.504,5
6776,952,20,6,5,6,1:24.124,1:23.688,1:23.334,84.124,83.688,6
6777,952,822,3,77,7,1:24.251,1:24.023,1:23.522,84.251,84.023,7
6778,952,832,5,55,8,1:24.496,1:24.077,1:23.643,84.496,84.077,10
6779,952,815,10,11,9,1:24.698,1:24.003,1:23.782,84.69800000000001,84.003,15
6780,952,4,1,14,10,1:24.578,1:24.192,1:23.981,84.578,84.19200000000001,11
6781,952,807,10,27,11,1:24.463,1:24.203,\N,84.463,84.203,9
6782,952,18,1,22,12,1:24.583,1:24.348,\N,84.583,84.348,12
6783,952,826,5,26,13,1:24.696,1:24.445,\N,84.696,84.445,14
6784,952,154,210,8,14,1:24.716,1:24.480,\N,84.71600000000001,84.48,16
6785,952,825,4,20,15,1:24.669,1:24.625,\N,84.669,84.625,13
6786,952,821,210,21,16,1:24.406,1:24.778,\N,84.406,84.77799999999999,8
6787,952,835,4,30,17,1:24.903,\N,\N,84.90299999999999,NA,17
6788,952,13,3,19,18,1:24.941,\N,\N,84.941,NA,18
6789,952,828,15,9,19,1:25.202,\N,\N,85.202,NA,19
6790,952,831,15,12,20,1:25.579,\N,\N,85.57900000000001,NA,20
6791,952,836,209,94,21,1:25.745,\N,\N,85.745,NA,21
6792,952,837,209,88,22,1:25.939,\N,\N,85.939,NA,22
6793,953,817,9,3,1,1:14.912,1:14.357,1:13.622,74.912,74.357,4
6794,953,3,131,6,2,1:14.873,1:14.043,1:13.791,74.873,74.043,3
6795,953,1,131,44,3,1:14.826,1:14.056,1:13.942,74.826,74.056,2
6796,953,20,6,5,4,1:14.610,1:14.318,1:14.552,74.61,74.318,1
6797,953,807,10,27,5,1:15.333,1:14.989,1:14.726,75.333,74.989,6
6798,953,8,6,7,6,1:15.499,1:14.789,1:14.732,75.499,74.789,10
6799,953,832,5,55,7,1:15.467,1:14.805,1:14.749,75.467,74.805,9
6800,953,815,10,11,8,1:15.328,1:14.937,1:14.902,75.328,74.937,5
6801,953,826,5,26,9,1:15.384,1:14.794,1:15.273,75.384,74.794,7
6802,953,4,1,14,10,1:15.504,1:15.107,1:15.363,75.504,75.107,11
6803,953,822,3,77,11,1:15.521,1:15.273,\N,75.521,75.273,12
6804,953,821,210,21,12,1:15.592,1:15.293,\N,75.592,75.293,14
6805,953,18,1,22,13,1:15.554,1:15.352,\N,75.554,75.352,13
6806,953,13,3,19,14,1:15.710,1:15.385,\N,75.71000000000001,75.385,15
6807,953,154,210,8,15,1:15.465,1:15.571,\N,75.465,75.571,8
6808,953,825,4,20,16,1:16.253,1:16.058,\N,76.253,76.05799999999999,16
6809,953,828,15,9,17,1:16.299,\N,\N,76.299,NA,17
6810,953,835,4,30,18,1:16.586,\N,\N,76.586,NA,18
6811,953,837,209,88,19,1:17.295,\N,\N,77.295,NA,19
6812,953,836,209,94,20,1:17.452,\N,\N,77.452,NA,20
