qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1sec,q2sec,q3sec
3213,12,20,9,15,8,1:45.372,1:44.592,1:46.761,105.372,104.592,106.761
3214,12,17,9,14,9,1:45.350,1:44.924,1:46.788,105.35,104.924,106.788
3215,12,3,3,16,10,1:45.486,1:45.047,1:47.362,105.48599999999999,105.047,107.362
3216,12,16,10,20,11,1:45.239,1:45.119,\N,105.239,105.119,NA
3217,12,1,1,1,12,1:45.767,1:45.122,\N,105.767,105.122,NA
3218,12,4,4,7,13,1:45.707,1:45.136,\N,105.707,105.136,NA
3219,12,18,23,22,14,1:45.761,1:45.251,\N,105.761,105.251,NA
3220,12,5,1,2,15,1:45.705,1:45.259,\N,105.705,105.259,NA
3226,13,1,1,1,1,1:23.375,1:22.973,1:24.066,83.375,82.973,84.066
3227,13,16,10,20,2,1:23.576,1:23.070,1:24.261,83.576,83.07,84.261
3228,13,8,6,4,3,1:23.349,1:23.426,1:24.523,83.349,83.426,84.523
3229,13,5,1,2,4,1:23.515,1:23.528,1:24.845,83.515,83.52799999999999,84.845
3230,13,22,23,23,5,1:23.483,1:22.976,1:25.015,83.483,82.976,85.015
3231,13,18,23,22,6,1:23.403,1:22.955,1:25.030,83.40299999999999,82.955,85.03
3232,13,24,10,21,7,1:23.578,1:23.207,1:25.043,83.578,83.207,85.043
3233,13,4,4,7,8,1:23.708,1:23.497,1:25.072,83.708,83.497,85.072
3234,13,20,9,15,9,1:23.558,1:23.545,1:25.180,83.55799999999999,83.545,85.18
3235,13,17,9,14,10,1:23.755,1:23.273,1:25.314,83.755,83.273,85.314
3236,13,15,7,9,11,1:24.014,1:23.611,\N,84.014,83.611,NA
3237,13,154,4,8,12,1:23.975,1:23.728,\N,83.975,83.72800000000001,NA
3238,13,9,2,5,13,1:24.001,1:23.866,\N,84.001,83.866,NA
3239,13,21,6,3,14,1:23.828,1:23.901,\N,83.828,83.901,NA
3240,13,2,2,6,15,1:23.584,1:24.275,\N,83.584,84.275,NA
3246,14,1,1,1,1,1:46.977,1:46.657,1:47.891,106.977,106.657,107.89099999999999
3247,14,20,9,15,2,1:47.541,1:46.362,1:48.204,107.541,106.362,108.20400000000001
3248,14,3,3,16,3,1:47.390,1:46.197,1:48.348,107.39,106.197,108.348
3249,14,17,9,14,4,1:47.646,1:46.328,1:48.722,107.646,106.328,108.72200000000001
3250,14,22,23,23,5,1:47.397,1:46.787,1:48.828,107.39699999999999,106.787,108.828
3251,14,4,4,7,6,1:47.757,1:46.767,1:49.054,107.757,106.767,109.054
3252,14,10,7,10,7,1:47.770,1:46.707,1:49.180,107.77000000000001,106.707,109.18
3253,14,2,2,6,8,1:47.347,1:46.832,1:49.307,107.34700000000001,106.832,109.307
3254,14,9,2,5,9,1:47.615,1:46.813,1:49.514,107.61500000000001,106.813,109.51400000000001
3255,14,5,1,2,10,1:47.542,1:46.842,1:49.778,107.542,106.842,109.77799999999999
3256,14,6,3,17,11,1:47.637,1:47.013,\N,107.637,107.013,NA
3257,14,18,23,22,12,1:47.180,1:47.141,\N,107.18,107.14099999999999,NA
3258,14,8,6,4,13,1:47.293,1:47.177,\N,107.293,107.17699999999999,NA
3259,14,67,5,12,14,1:47.677,1:47.369,\N,107.67699999999999,107.369,NA
3260,14,15,7,9,15,1:47.690,1:47.413,\N,107.69,107.413,NA
3266,15,20,9,15,1,1:30.883,1:30.341,1:32.160,90.883,90.34100000000001,92.16
3267,15,15,7,9,2,1:31.063,1:30.737,1:32.220,91.063,90.737,92.22
3268,15,1,1,1,3,1:30.917,1:30.627,1:32.395,90.917,90.627,92.39500000000001
3269,15,16,10,20,4,1:31.386,1:31.222,1:32.466,91.386,91.22200000000001,92.46600000000001
3270,15,22,23,23,5,1:31.272,1:31.055,1:32.660,91.27199999999999,91.055,92.66
3271,15,2,2,6,6,1:31.501,1:31.260,1:32.945,91.501,91.26,92.945
3272,15,18,23,22,7,1:31.041,1:30.880,1:32.962,91.041,90.88,92.962
3273,15,8,6,4,8,1:31.288,1:31.052,1:32.980,91.288,91.05199999999999,92.97999999999999
3274,15,5,1,2,9,1:31.499,1:31.223,\N,91.499,91.223,NA
3275,15,67,5,12,10,1:31.196,1:31.103,\N,91.196,91.10300000000001,NA
3276,15,3,3,16,11,1:31.286,1:31.482,\N,91.286,91.482,NA
3277,15,4,4,7,12,1:31.401,1:31.638,\N,91.401,91.638,NA
3278,15,9,2,5,13,1:31.417,1:32.341,\N,91.417,92.34100000000001,NA
3286,16,22,23,23,1,1:24.100,1:21.659,1:19.576,84.1,81.65899999999999,79.576
3287,16,17,9,14,2,1:24.722,1:20.803,1:19.668,84.72200000000001,80.803,79.668
3288,16,16,10,20,3,1:24.447,1:20.753,1:19.912,84.447,80.753,79.912
3289,16,15,7,9,4,1:24.621,1:20.635,1:20.097,84.621,80.635,80.09700000000001
3290,16,8,6,4,5,1:23.047,1:21.378,1:20.168,83.047,81.378,80.168
3291,16,67,5,12,6,1:24.591,1:20.701,1:20.250,84.59100000000001,80.701,80.25
3292,16,3,3,16,7,1:22.828,1:20.368,1:20.326,82.828,80.368,80.326
3293,16,9,2,5,8,1:23.072,1:21.147,1:20.631,83.072,81.14699999999999,80.631
3294,16,6,3,17,9,1:23.161,1:20.427,1:20.674,83.161,80.42699999999999,80.674
3295,16,4,4,7,10,1:24.842,1:21.657,1:21.422,84.842,81.657,81.422
3296,16,155,7,10,11,1:24.335,1:21.960,\N,84.33500000000001,81.96000000000001,NA
3297,16,153,5,11,12,1:24.773,1:22.231,\N,84.773,82.231,NA
3298,16,154,4,8,13,1:24.394,1:22.477,\N,84.394,82.477,NA
3299,16,18,23,22,14,1:24.297,1:22.504,\N,84.297,82.504,NA
3306,17,1,1,1,1,1:39.873,1:39.695,1:40.948,99.87299999999999,99.695,100.94800000000001
3307,17,20,9,15,2,1:40.666,1:39.984,1:41.615,100.666,99.98400000000001,101.61500000000001
3308,17,17,9,14,3,1:40.667,1:40.272,1:41.726,100.667,100.27199999999999,101.726
3309,17,22,23,23,4,1:40.574,1:40.421,1:41.786,100.574,100.42099999999999,101.786
3310,17,18,23,22,5,1:40.378,1:40.148,1:41.892,100.378,100.148,101.892
3311,17,15,7,9,6,1:40.517,1:40.373,1:41.897,100.517,100.37299999999999,101.89699999999999
3312,17,9,2,5,7,1:40.520,1:40.545,1:41.992,100.52000000000001,100.545,101.99199999999999
3313,17,2,2,6,8,1:40.558,1:40.635,1:42.343,100.55799999999999,100.63499999999999,102.343
3314,17,3,3,16,9,1:40.842,1:40.661,1:42.583,100.842,100.661,102.583
3315,17,67,5,12,10,1:40.908,1:40.430,1:42.713,100.908,100.43,102.713
3316,17,8,6,4,11,1:41.100,1:40.726,\N,101.1,100.726,NA
3317,17,155,7,10,12,1:41.035,1:40.777,\N,101.035,100.777,NA
3318,17,5,1,2,13,1:40.808,1:40.983,\N,100.80799999999999,100.983,NA
3319,17,6,3,17,14,1:41.096,1:41.148,\N,101.096,101.148,NA
3320,17,153,5,11,15,1:41.503,1:41.689,\N,101.503,101.689,NA
3326,337,20,9,5,1,1:55.029,1:53.883,1:54.101,115.029,113.88300000000001,114.101
3327,337,13,6,7,2,1:55.313,1:54.331,1:54.242,115.313,114.331,114.24199999999999
3328,337,4,6,8,3,1:54.612,1:54.172,1:54.608,114.612,114.172,114.608
3329,337,1,1,2,4,1:55.341,1:54.707,1:55.217,115.34100000000001,114.707,115.217
3330,337,3,131,4,5,1:55.463,1:54.682,1:55.241,115.463,114.682,115.241
3331,337,17,9,6,6,1:55.298,1:54.318,1:55.284,115.298,114.318,115.28399999999999
3332,337,30,131,3,7,1:55.593,1:55.105,1:55.524,115.593,115.10499999999999,115.524
3333,337,18,1,1,8,1:55.715,1:55.168,1:55.672,115.715,115.168,115.672
3334,337,9,4,11,9,1:55.511,1:54.963,1:55.885,115.511,114.963,115.88499999999999
3335,337,16,10,14,10,1:55.213,1:54.996,1:56.309,115.213,114.99600000000001,116.309
3336,337,22,3,9,11,1:55.969,1:55.330,\N,115.969,115.33,NA
3337,337,24,10,15,12,1:55.628,1:55.623,\N,115.628,115.62299999999999,NA
3338,337,807,3,10,13,1:56.375,1:55.857,\N,116.375,115.857,NA
3339,337,37,15,22,14,1:56.428,1:56.237,\N,116.428,116.237,NA
3340,337,67,5,16,15,1:56.189,1:56.265,\N,116.189,116.265,NA
3341,337,155,15,23,16,1:56.541,1:56.270,\N,116.541,116.27000000000001,NA
3342,337,808,4,12,17,1:56.167,1:56.619,\N,116.167,116.619,NA
3350,338,20,9,5,1,1:24.774,1:24.096,1:23.919,84.774,84.096,83.919
3351,338,17,9,6,2,1:25.286,1:24.276,1:24.035,85.286,84.276,84.035
3352,338,4,6,8,3,1:25.082,1:24.335,1:24.111,85.082,84.33500000000001,84.111
3353,338,18,1,1,4,1:24.897,1:24.531,1:24.675,84.89699999999999,84.531,84.675
3354,338,13,6,7,5,1:25.548,1:25.010,1:24.837,85.548,85.01,84.837
3355,338,3,131,4,6,1:24.788,1:24.788,1:24.884,84.788,84.788,84.884
3356,338,30,131,3,7,1:25.351,1:24.871,1:24.927,85.351,84.871,84.92699999999999
3357,338,22,3,9,8,1:25.702,1:25.085,1:25.217,85.702,85.08500000000001,85.217
3358,338,9,4,11,9,1:25.588,1:25.122,1:25.372,85.588,85.122,85.372
3359,338,16,10,14,10,1:25.504,1:25.046,1:26.036,85.504,85.04599999999999,86.036
3360,338,1,1,2,11,1:25.046,1:25.184,\N,85.04599999999999,85.184,NA
3361,338,67,5,16,12,1:26.061,1:25.638,\N,86.061,85.638,NA
3362,338,24,10,15,13,1:26.170,1:25.743,\N,86.17,85.743,NA
3363,338,37,15,22,14,1:26.089,1:25.747,\N,86.089,85.747,NA
3364,338,807,3,10,15,1:25.866,1:25.748,\N,85.866,85.748,NA
3365,338,155,15,23,16,1:26.251,1:25.777,\N,86.251,85.777,NA
3366,338,153,5,17,17,1:26.095,1:26.089,\N,86.095,86.089,NA
3374,339,17,9,6,1,1:51.886,1:48.210,1:49.327,111.886,108.21000000000001,109.327
3375,339,3,131,4,2,1:52.560,1:47.417,1:50.673,112.56,107.417,110.673
3376,339,20,9,5,3,1:47.632,1:46.828,1:50.789,107.632,106.828,110.789
3377,339,16,10,14,4,1:49.479,1:47.085,1:50.914,109.479,107.08500000000001,110.914
3378,339,807,3,10,5,1:49.664,1:47.346,1:51.001,109.664,107.346,111.001
3379,339,9,4,11,6,1:46.283,1:46.951,1:51.051,106.283,106.951,111.051
3380,339,22,3,9,7,1:50.301,1:48.371,1:51.511,110.301,108.37100000000001,111.511
3381,339,30,131,3,8,1:52.239,1:48.400,1:51.717,112.239,108.4,111.717
3382,339,155,15,23,9,1:48.467,1:47.792,1:51.767,108.467,107.792,111.767
3383,339,24,10,15,10,1:49.922,1:48.238,1:52.254,109.922,108.238,112.25399999999999
3384,339,808,4,12,11,1:47.952,1:48.760,\N,107.952,108.75999999999999,NA
3385,339,37,15,22,12,1:47.153,1:48.771,\N,107.15299999999999,108.771,NA
3386,339,67,5,16,13,1:48.945,1:49.207,\N,108.945,109.207,NA
3387,339,153,5,17,14,1:48.655,1:49.464,\N,108.655,109.464,NA
3388,339,5,205,19,15,1:52.875,1:52.270,\N,112.875,112.27000000000001,NA
3389,339,10,166,24,16,1:52.398,1:52.520,\N,112.398,112.52000000000001,NA
3398,340,20,9,5,1,1:36.317,1:35.280,1:34.558,96.31700000000001,95.28,94.55799999999999
3399,340,17,9,6,2,1:35.978,1:35.100,1:34.808,95.97800000000001,95.1,94.80799999999999
3400,340,4,6,8,3,1:35.987,1:35.235,1:34.913,95.987,95.235,94.913
3401,340,3,131,4,4,1:35.952,1:35.134,1:34.923,95.952,95.134,94.923
3402,340,18,1,1,5,1:36.122,1:35.443,1:34.979,96.122,95.443,94.979
3403,340,1,1,2,6,1:35.641,1:34.928,1:35.034,95.64099999999999,94.928,95.03399999999999
3404,340,13,6,7,7,1:36.076,1:35.290,1:35.180,96.076,95.28999999999999,95.18
3405,340,9,4,11,8,1:36.348,1:35.550,1:35.364,96.348,95.55,95.364
3406,340,30,131,3,9,1:36.484,1:35.715,1:35.646,96.48400000000001,95.715,95.646
3407,340,16,10,14,10,1:36.671,1:35.665,1:35.963,96.67099999999999,95.66499999999999,95.963
3408,340,22,3,9,11,1:36.664,1:35.748,\N,96.664,95.74799999999999,NA
3409,340,153,5,17,12,1:36.618,1:36.047,\N,96.618,96.047,NA
3410,340,67,5,16,13,1:36.793,1:36.149,\N,96.793,96.149,NA
3411,340,808,4,12,14,1:37.031,1:36.311,\N,97.031,96.311,NA
3412,340,155,15,23,15,1:37.044,1:36.422,\N,97.044,96.422,NA
3413,340,807,3,10,16,1:37.049,1:36.647,\N,97.049,96.64699999999999,NA
3414,340,37,15,22,17,1:37.050,1:37.020,\N,97.05,97.02000000000001,NA
3422,341,17,9,6,1,1:21.412,1:20.655,1:19.995,81.412,80.655,79.995
3423,341,20,9,5,2,1:21.680,1:20.772,1:20.101,81.68,80.77199999999999,80.101
3424,341,1,1,2,3,1:21.723,1:21.415,1:20.829,81.723,81.41499999999999,80.82900000000001
3425,341,4,6,8,4,1:21.957,1:21.549,1:20.937,81.957,81.549,80.937
3426,341,18,1,1,5,1:21.915,1:21.168,1:20.991,81.91499999999999,81.168,80.991
3427,341,30,131,3,6,1:22.528,1:21.557,1:21.294,82.52799999999999,81.557,81.294
3428,341,9,4,11,7,1:22.488,1:21.599,1:21.353,82.488,81.599,81.35300000000001
3429,341,3,131,4,8,1:22.419,1:21.867,1:21.408,82.419,81.867,81.408
3430,341,13,6,7,9,1:22.564,1:21.841,1:21.585,82.564,81.84100000000001,81.58500000000001
3431,341,155,15,23,10,1:22.577,1:21.725,1:21.984,82.577,81.725,81.98400000000001
3432,341,16,10,14,11,1:22.628,1:21.985,\N,82.628,81.985,NA
3433,341,37,15,22,12,1:22.211,1:22.026,\N,82.211,82.026,NA
3434,341,807,3,10,13,1:22.857,1:22.131,\N,82.857,82.131,NA
3435,341,808,4,12,14,1:22.976,1:22.139,\N,82.976,82.139,NA
3436,341,67,5,16,15,1:22.699,1:22.191,\N,82.699,82.191,NA
3437,341,153,5,17,16,1:22.593,1:22.207,\N,82.593,82.207,NA
3438,341,24,10,15,17,1:23.084,1:22.854,\N,83.084,82.854,NA
3446,342,17,9,6,1,1:15.035,1:14.462,1:13.826,75.035,74.462,73.826
3447,342,9,4,11,2,1:15.045,1:14.549,1:14.120,75.045,74.549,74.12
3448,342,20,9,5,3,1:15.110,1:14.568,1:14.227,75.11,74.568,74.227
3449,342,13,6,7,4,1:14.757,1:14.405,1:14.283,74.757,74.405,74.283
3450,342,1,1,2,5,1:15.676,1:14.527,1:14.432,75.676,74.527,74.432
3451,342,3,131,4,6,1:15.188,1:14.375,1:14.544,75.188,74.375,74.544
3452,342,30,131,3,7,1:15.649,1:14.691,1:14.590,75.649,74.691,74.59
3453,342,18,1,1,8,1:15.623,1:15.150,1:14.637,75.623,75.15,74.637
3454,342,22,3,9,9,1:15.590,1:15.083,1:14.901,75.59,75.083,74.901
3455,342,24,10,15,10,1:15.397,1:15.061,1:15.170,75.397,75.061,75.17
3456,342,807,3,10,11,1:16.030,1:15.317,\N,76.03,75.31700000000001,NA
3457,342,16,10,14,12,1:15.445,1:15.318,\N,75.445,75.318,NA
3458,342,67,5,16,13,1:15.961,1:15.413,\N,75.961,75.413,NA
3459,342,808,4,12,14,1:15.482,1:15.576,\N,75.482,75.576,NA
3460,342,37,15,22,15,1:15.908,1:15.692,\N,75.908,75.69200000000001,NA
3461,342,155,15,23,16,1:16.175,1:15.992,\N,76.175,75.992,NA
3462,342,153,5,17,17,1:16.021,1:16.176,\N,76.021,76.176,NA
3470,343,17,9,6,1,1:27.500,1:26.818,1:26.295,87.5,86.818,86.295
3471,343,1,1,2,2,1:27.667,1:27.013,1:26.433,87.667,87.013,86.43299999999999
3472,343,20,9,5,3,1:27.067,1:26.729,1:26.760,87.06700000000001,86.729,86.76
3473,343,18,1,1,4,1:27.555,1:27.277,1:26.781,87.555,87.277,86.781
3474,343,30,131,3,5,1:27.756,1:27.438,1:26.857,87.756,87.438,86.857
3475,343,3,131,4,6,1:27.649,1:27.141,1:26.952,87.649,87.14099999999999,86.952
3476,343,9,4,11,7,1:27.766,1:27.426,1:27.039,87.76599999999999,87.426,87.039
3477,343,13,6,7,8,1:27.993,1:27.200,1:27.082,87.993,87.2,87.082
3478,343,808,4,12,9,1:27.620,1:27.387,1:27.430,87.62,87.387,87.43
3479,343,155,15,23,10,1:28.158,1:27.434,1:28.122,88.158,87.434,88.122
3480,343,16,10,14,11,1:27.951,1:27.525,\N,87.951,87.525,NA
3481,343,4,6,8,12,1:27.857,1:27.612,\N,87.857,87.612,NA
3482,343,37,15,22,13,1:28.147,1:27.879,\N,88.14699999999999,87.879,NA
3483,343,67,5,16,14,1:28.534,1:28.273,\N,88.53399999999999,88.273,NA
3484,343,22,3,9,15,1:28.336,1:28.392,\N,88.336,88.392,NA
3485,343,153,5,17,16,1:28.460,1:28.540,\N,88.46000000000001,88.53999999999999,NA
3486,343,807,3,10,17,1:28.227,1:28.841,\N,88.227,88.84100000000001,NA
3494,344,1,1,2,1,1:15.889,1:15.528,1:15.105,75.889,75.528,75.105
3495,344,17,9,6,2,1:16.423,1:15.692,1:15.373,76.423,75.69200000000001,75.373
3496,344,20,9,5,3,1:16.129,1:15.556,1:15.420,76.129,75.556,75.42
3497,344,4,6,8,4,1:16.171,1:15.597,1:15.435,76.17099999999999,75.597,75.435
3498,344,18,1,1,5,1:16.371,1:15.742,1:15.520,76.371,75.742,75.52
3499,344,24,10,15,6,1:17.086,1:16.171,1:15.648,77.086,76.17099999999999,75.648
3500,344,13,6,7,7,1:16.673,1:16.314,1:15.688,76.673,76.314,75.688
3501,344,9,4,11,8,1:16.370,1:15.682,1:15.715,76.37,75.682,75.715
3502,344,16,10,14,9,1:16.495,1:16.295,1:15.881,76.495,76.295,75.881
3503,344,3,131,4,10,1:16.350,1:16.001,1:16.071,76.35,76.001,76.071
3504,344,22,3,9,11,1:16.880,1:16.434,\N,76.88,76.434,NA
3505,344,807,3,10,12,1:16.770,1:16.438,\N,76.77,76.438,NA
3506,344,30,131,3,13,1:16.598,1:16.492,\N,76.598,76.492,NA
3507,344,808,4,12,14,1:16.569,1:16.844,\N,76.569,76.844,NA
3508,344,67,5,16,15,1:17.356,1:16.928,\N,77.356,76.928,NA
3509,344,153,5,17,16,1:17.027,1:17.029,\N,77.027,77.029,NA
3510,344,37,15,22,17,1:17.611,1:17.384,\N,77.611,77.384,NA
3518,345,20,9,5,1,1:38.324,1:38.015,1:37.587,98.324,98.015,97.587
3519,345,17,9,6,2,1:38.549,1:38.041,1:37.662,98.549,98.041,97.662
3520,345,1,1,2,3,1:38.697,1:38.158,1:37.969,98.697,98.158,97.969
3521,345,4,6,8,4,1:38.472,1:38.179,1:38.075,98.47200000000001,98.179,98.075
3522,345,13,6,7,5,1:38.657,1:38.046,1:38.127,98.657,98.04599999999999,98.12700000000001
3523,345,9,4,11,6,1:38.132,1:38.062,1:38.137,98.132,98.062,98.137
3524,345,18,1,1,7,1:38.360,1:38.399,1:38.210,98.36,98.399,98.21000000000001
3525,345,807,3,10,8,1:38.843,1:38.523,1:38.428,98.843,98.523,98.428
3526,345,22,3,9,9,1:38.449,1:38.326,1:38.428,98.449,98.326,98.428
3527,345,808,4,12,10,1:39.004,1:38.552,1:38.523,99.00399999999999,98.55199999999999,98.523
3528,345,67,5,16,11,1:39.096,1:38.586,\N,99.096,98.586,NA
3529,345,3,131,4,12,1:38.752,1:38.627,\N,98.75200000000001,98.62700000000001,NA
3530,345,16,10,14,13,1:39.021,1:38.851,\N,99.021,98.851,NA
3531,345,24,10,15,14,1:38.969,1:38.884,\N,98.969,98.884,NA
3532,345,30,131,3,15,1:38.994,1:39.234,\N,98.994,99.23400000000001,NA
3533,345,37,15,22,16,1:39.003,1:39.264,\N,99.003,99.26400000000001,NA
3534,345,153,5,17,17,1:39.128,1:39.458,\N,99.128,99.458,NA
3542,346,20,9,5,1,1:30.841,1:30.480,1:29.615,90.84100000000001,90.48,89.615
3543,346,17,9,6,2,1:30.858,1:30.114,1:29.758,90.858,90.114,89.758
3544,346,4,6,8,3,1:30.997,1:30.700,1:30.426,90.997,90.7,90.426
3545,346,1,1,2,4,1:31.297,1:31.118,1:30.556,91.297,91.118,90.556
3546,346,3,131,4,5,1:31.626,1:31.085,1:30.625,91.626,91.08500000000001,90.625
3547,346,9,4,11,6,1:31.680,1:31.344,1:31.040,91.68,91.344,91.03999999999999
3548,346,13,6,7,7,1:31.313,1:31.010,1:31.172,91.313,91.01,91.172
3549,346,22,3,9,8,1:31.424,1:31.126,1:31.175,91.424,91.126,91.175
3550,346,37,15,22,9,1:31.533,1:31.327,1:31.274,91.533,91.327,91.274
3551,346,30,131,3,10,1:32.058,1:31.022,1:31.430,92.05799999999999,91.02199999999999,91.43
3552,346,16,10,14,11,1:31.109,1:31.399,\N,91.10900000000001,91.399,NA
3553,346,155,15,23,12,1:31.851,1:31.421,\N,91.851,91.42099999999999,NA
3554,346,807,3,10,13,1:32.144,1:31.635,\N,92.144,91.635,NA
3555,346,18,1,1,14,1:31.435,1:31.699,\N,91.435,91.699,NA
3556,346,24,10,15,15,1:32.226,1:31.708,\N,92.226,91.708,NA
3557,346,808,4,12,16,1:31.638,1:31.796,\N,91.638,91.79599999999999,NA
3558,346,67,5,16,17,1:31.901,1:32.012,\N,91.901,92.012,NA
3566,347,20,9,5,1,1:15.152,1:14.249,1:13.791,75.152,74.249,73.791
3567,347,4,6,8,2,1:14.808,1:14.081,1:13.793,74.80799999999999,74.081,73.793
3568,347,13,6,7,3,1:15.216,1:14.478,1:14.290,75.216,74.478,74.28999999999999
3569,347,17,9,6,4,1:15.334,1:14.340,1:14.347,75.334,74.34,74.347
3570,347,18,1,1,5,1:15.823,1:14.716,1:14.427,75.82300000000001,74.716,74.42699999999999
3571,347,1,1,2,6,1:15.505,1:14.488,1:14.566,75.505,74.488,74.566
3572,347,9,4,11,7,1:15.736,1:14.835,1:15.079,75.736,74.83500000000001,75.07900000000001
3573,347,22,3,9,8,1:16.398,1:14.698,1:15.109,76.398,74.69800000000001,75.109
3574,347,3,131,4,9,1:16.178,1:15.018,1:15.179,76.178,75.018,75.179
3575,347,807,3,10,10,1:16.387,1:14.943,1:15.339,76.387,74.943,75.339
3576,347,30,131,3,11,1:16.084,1:15.026,\N,76.084,75.026,NA
3577,347,155,15,23,12,1:15.951,1:15.084,\N,75.951,75.084,NA
3578,347,808,4,12,13,1:16.521,1:15.307,\N,76.521,75.307,NA
3579,347,16,10,14,14,1:16.220,1:15.467,\N,76.22,75.467,NA
3580,347,37,15,22,15,1:16.450,1:15.550,\N,76.45,75.55,NA
3581,347,153,5,17,16,1:16.664,1:15.588,\N,76.664,75.588,NA
3582,347,67,5,16,17,1:16.029,1:15.974,\N,76.029,75.974,NA
3590,348,20,9,5,1,1:20.417,1:19.573,1:18.773,80.417,79.57300000000001,78.773
3591,348,17,9,6,2,1:21.132,1:19.531,1:19.184,81.132,79.531,79.184
3592,348,4,6,8,3,1:21.278,1:20.237,1:19.987,81.27799999999999,80.237,79.987
3593,348,13,6,7,4,1:21.299,1:20.857,1:20.331,81.299,80.857,80.331
3594,348,1,1,2,5,1:21.455,1:20.877,1:20.499,81.455,80.877,80.499
3595,348,3,131,4,6,1:21.212,1:20.811,1:21.082,81.212,80.811,81.082
3596,348,808,4,12,7,1:21.558,1:20.797,1:21.229,81.55799999999999,80.797,81.229
3597,348,9,4,11,8,1:21.159,1:20.867,1:21.328,81.15899999999999,80.867,81.328
3598,348,37,15,22,9,1:21.891,1:21.273,1:21.411,81.89099999999999,81.273,81.411
3599,348,807,3,10,10,1:21.598,1:21.275,1:21.710,81.598,81.275,81.71000000000001
3600,348,18,1,1,11,1:21.422,1:21.292,\N,81.422,81.292,NA
3601,348,22,3,9,12,1:21.478,1:21.331,\N,81.47800000000001,81.331,NA
3602,348,16,10,14,13,1:22.080,1:21.517,\N,82.08,81.517,NA
3603,348,30,131,3,14,1:21.840,1:21.630,\N,81.84,81.63,NA
3604,348,67,5,16,15,1:21.982,1:21.897,\N,81.982,81.89699999999999,NA
3605,348,24,10,15,16,1:21.789,1:21.927,\N,81.789,81.92699999999999,NA
3606,348,153,5,17,17,1:21.978,1:21.998,\N,81.97800000000001,81.998,NA
3614,349,17,9,6,1,1:57.352,1:47.253,1:45.778,117.352,107.253,105.77799999999999
3615,349,1,1,2,2,1:56.706,1:46.211,1:45.863,116.706,106.211,105.863
3616,349,9,4,11,3,1:56.041,1:47.320,1:46.100,116.041,107.32,106.1
3617,349,20,9,5,4,1:58.487,1:47.245,1:46.127,118.487,107.245,106.12700000000001
3618,349,18,1,1,5,1:57.981,1:46.790,1:46.206,117.981,106.78999999999999,106.206
3619,349,13,6,7,6,1:58.323,1:47.322,1:46.314,118.32300000000001,107.322,106.314
3620,349,22,3,9,7,1:55.757,1:47.797,1:46.602,115.757,107.797,106.602
3621,349,16,10,14,8,1:58.730,1:47.292,1:46.659,118.72999999999999,107.292,106.65899999999999
3622,349,807,3,10,9,1:55.442,1:47.821,1:47.053,115.44200000000001,107.821,107.053
3623,349,4,6,8,10,1:57.023,1:47.544,1:47.441,117.023,107.544,107.441
3624,349,30,131,3,11,1:56.313,1:47.874,\N,116.313,107.874,NA
3625,349,3,131,4,12,1:54.826,1:47.885,\N,114.826,107.88499999999999,NA
3626,349,153,5,17,13,1:58.944,1:48.267,\N,118.944,108.267,NA
3627,349,24,10,15,14,2:01.102,1:48.680,\N,121.102,108.68,NA
3628,349,67,5,16,15,2:00.386,1:49.209,\N,120.386,109.209,NA
3629,349,5,205,19,16,2:01.343,1:50.980,\N,121.343,110.97999999999999,NA
3630,349,10,166,24,17,2:01.316,1:52.049,\N,121.316,112.049,NA
3638,350,4,6,8,1,1:22.646,1:22.297,1:21.962,82.646,82.297,81.962
3639,350,18,1,1,2,1:23.085,1:22.354,1:22.084,83.08500000000001,82.354,82.084
3640,350,13,6,7,3,1:22.421,1:22.610,1:22.293,82.42099999999999,82.61,82.293
3641,350,17,9,6,4,1:23.431,1:22.706,1:22.433,83.431,82.706,82.43299999999999
3642,350,1,1,2,5,1:22.830,1:22.394,1:22.623,82.83,82.394,82.623
3643,350,20,9,5,6,1:23.235,1:22.701,1:22.675,83.235,82.701,82.675
3644,350,3,131,4,7,1:23.529,1:23.055,1:23.027,83.529,83.055,83.027
3645,350,807,3,10,8,1:23.516,1:22.989,1:23.037,83.51599999999999,82.989,83.037
3646,350,9,4,11,9,1:23.234,1:22.880,1:23.039,83.23400000000001,82.88,83.039
3647,350,22,3,9,10,1:23.695,1:23.142,1:23.328,83.695,83.142,83.328
3648,350,16,10,14,11,1:23.493,1:23.199,\N,83.493,83.199,NA
3649,350,30,131,3,12,1:23.840,1:23.388,\N,83.84,83.388,NA
3650,350,155,15,23,13,1:24.273,1:23.659,\N,84.273,83.65899999999999,NA
3651,350,67,5,16,14,1:23.744,1:23.681,\N,83.744,83.681,NA
3652,350,808,4,12,15,1:24.086,1:23.819,\N,84.086,83.819,NA
3653,350,153,5,17,16,1:24.083,1:23.919,\N,84.083,83.919,NA
3654,350,37,15,22,17,1:24.442,1:24.044,\N,84.44200000000001,84.044,NA
3662,351,4,6,8,1,1:46.541,1:45.809,1:45.390,106.541,105.809,105.39
3663,351,20,9,5,2,1:46.960,1:45.561,1:45.457,106.96000000000001,105.561,105.457
3664,351,1,1,2,3,1:48.296,1:46.042,1:45.571,108.29599999999999,106.042,105.571
3665,351,18,1,1,4,1:48.032,1:46.490,1:45.944,108.032,106.49000000000001,105.944
